emp_no,first_name,last_name,title,from_date,to_date
17120,Yifei,Polupanov,Senior Staff,1993-02-08,9999-01-01
17126,Matk,Schapire,Senior Staff,2000-02-20,9999-01-01
17141,Ingmar,Kadhim,Senior Engineer,1996-03-03,9999-01-01
17159,Quingbo,Mitchem,Senior Engineer,1995-10-22,9999-01-01
17160,Shay,Montemayor,Senior Engineer,1988-02-22,9999-01-01
17172,Conrado,Riexinger,Senior Engineer,2002-06-18,9999-01-01
17179,Kellyn,Angel,Engineer,1996-03-12,9999-01-01
17214,Danel,Angelov,Technique Leader,1991-08-18,9999-01-01
17243,Ishfaq,Demke,Staff,1996-03-16,9999-01-01
17245,Neven,Milicia,Staff,1995-01-12,9999-01-01
17276,Sorina,Range,Staff,1995-07-19,9999-01-01
17285,Mario,Weiland,Senior Staff,2001-03-26,9999-01-01
17316,Krassimir,Zolotykh,Engineer,1997-01-21,9999-01-01
17327,Yongmin,Gihr,Senior Staff,1995-06-04,9999-01-01
17329,Shaunak,Tyugu,Senior Engineer,1998-07-21,9999-01-01
17391,Selwyn,Pews,Senior Engineer,1998-07-03,9999-01-01
17412,Leni,Vilarrasa,Staff,1999-12-27,9999-01-01
17423,Adly,Demir,Technique Leader,1997-09-03,9999-01-01
17440,Hugh,Rosch,Senior Staff,1999-07-07,9999-01-01
17457,Chaoyi,Skrikant,Senior Engineer,1998-01-03,9999-01-01
17463,Tremaine,Lamparter,Senior Staff,1998-10-29,9999-01-01
17472,Murthy,Verhoeff,Senior Staff,1998-12-09,9999-01-01
17482,Basant,Bottner,Staff,1995-03-28,9999-01-01
17497,Adin,Bahi,Senior Engineer,1995-11-25,9999-01-01
17520,Shahab,Keohane,Senior Engineer,1997-08-08,9999-01-01
17544,Kien,Marletta,Senior Engineer,1995-07-09,9999-01-01
17555,Pranay,Sessa,Senior Engineer,1993-03-14,9999-01-01
17562,Kristof,Iacovou,Senior Engineer,2001-04-05,9999-01-01
17576,Behnaam,Krybus,Senior Engineer,1988-02-06,9999-01-01
17593,Shigehito,Cherinka,Senior Engineer,1999-09-13,9999-01-01
17629,Mostafa,Winter,Senior Staff,1987-11-22,9999-01-01
17647,Vasilis,Swab,Senior Staff,1995-08-04,9999-01-01
17674,Adib,Braccini,Senior Engineer,1993-03-19,9999-01-01
17696,Feiyu,Kusalik,Senior Engineer,1996-12-04,9999-01-01
17705,Toshimo,Mellouli,Technique Leader,1985-08-14,9999-01-01
17751,Mrinalini,Saoudi,Senior Engineer,1996-12-12,9999-01-01
17791,Matt,Stifter,Senior Staff,1988-01-30,9999-01-01
17807,Jianhua,Glowinski,Senior Engineer,2000-07-23,9999-01-01
17816,Toshimo,Kenevan,Senior Engineer,1998-10-05,9999-01-01
17829,Przemyslawa,Whittlesey,Staff,1995-03-10,9999-01-01
17841,Hilary,Ramaiah,Senior Engineer,1988-06-07,9999-01-01
17900,Sakthirel,Belinskaya,Senior Engineer,1991-03-03,9999-01-01
17956,Ebru,Zobel,Senior Engineer,1995-02-15,9999-01-01
17964,Yongqiao,Pintelas,Technique Leader,1994-07-14,9999-01-01
17995,Oldrich,Vickson,Senior Staff,1987-01-05,9999-01-01
18018,Sasan,Schrooten,Senior Staff,1992-12-10,9999-01-01
18020,Adhemar,Pelz,Senior Staff,1993-03-31,9999-01-01
18022,Maha,Esposito,Senior Engineer,2000-10-17,9999-01-01
18040,Franziska,Nitsche,Senior Staff,2002-06-09,9999-01-01
18106,Gudjon,Axelband,Senior Engineer,1999-08-30,9999-01-01
18108,Sanjai,Genin,Staff,1998-09-13,9999-01-01
18113,Kish,Hainaut,Senior Engineer,1997-03-08,9999-01-01
18115,Georg,Krzyzanowski,Senior Engineer,1999-03-03,9999-01-01
18124,Prodip,Kropf,Senior Engineer,1995-08-30,9999-01-01
18186,Aria,Schaap,Senior Staff,1995-11-11,9999-01-01
18191,Kazuhira,Christianini,Staff,1999-07-25,9999-01-01
18217,Candida,Sethi,Senior Engineer,1990-04-25,9999-01-01
18239,Giordano,Conde,Senior Staff,1997-02-07,9999-01-01
18283,Felicidad,Steinauer,Senior Staff,2000-11-09,9999-01-01
18290,Sigeru,Puppe,Senior Engineer,2002-02-25,9999-01-01
18318,Parke,Cairo,Senior Staff,1998-01-25,9999-01-01
18333,Munehiro,Plesums,Engineer,1999-03-23,9999-01-01
18339,Anneli,Barvinok,Assistant Engineer,1996-07-24,9999-01-01
18376,Wayne,Stranks,Engineer,1994-09-26,9999-01-01
18390,Jingling,Merel,Engineer,1993-12-01,9999-01-01
18402,Bernice,Ritzmann,Senior Staff,1991-05-02,9999-01-01
18418,Cheong,Vickson,Engineer,1997-11-15,9999-01-01
18443,Florina,Swick,Senior Staff,1993-10-15,9999-01-01
18503,Mechthild,Marletta,Senior Engineer,1992-03-23,9999-01-01
18535,Pasqua,Gelosh,Senior Engineer,1997-02-08,9999-01-01
18536,Hailing,Crelier,Senior Engineer,1994-12-04,9999-01-01
18537,Juichirou,Kulisch,Senior Staff,1995-03-21,9999-01-01
18579,Make,Thorelli,Senior Staff,2002-04-29,9999-01-01
18621,Spyrose,Koblick,Senior Engineer,1998-05-23,9999-01-01
18627,Prodip,Brizzi,Senior Engineer,2000-08-04,9999-01-01
18628,Srinidhi,Mahmud,Senior Staff,1997-02-05,9999-01-01
18656,Arvind,Iivonen,Senior Engineer,1996-04-08,9999-01-01
18666,Hitofumi,Baja,Senior Staff,1996-05-24,9999-01-01
18691,Vasilis,Besancenot,Senior Engineer,2000-02-05,9999-01-01
18692,Mona,Camurati,Senior Engineer,1994-12-02,9999-01-01
18715,Sugwoo,Dechter,Senior Engineer,1996-04-17,9999-01-01
18728,Tzvetan,Luft,Senior Engineer,1993-11-30,9999-01-01
18744,Feipei,Bugrara,Senior Staff,2002-01-04,9999-01-01
18802,Kwee,Rajaraman,Engineer,1998-09-27,9999-01-01
18809,Laurentiu,Munoz,Senior Staff,2001-10-10,9999-01-01
18811,Cheong,Oxenboll,Senior Staff,1998-02-23,9999-01-01
18812,Uriel,Lueh,Senior Staff,1997-11-10,9999-01-01
18850,Shigeo,Erbe,Senior Engineer,1994-10-18,9999-01-01
18881,Heejo,Botman,Staff,1998-09-30,9999-01-01
18886,Ramya,Peek,Senior Staff,2001-05-20,9999-01-01
18890,Pasqua,Litecky,Senior Staff,2000-08-16,9999-01-01
18905,Seongbae,Baca,Senior Engineer,1996-01-07,9999-01-01
18910,Pantung,Peral,Engineer,1996-05-02,9999-01-01
18921,Maren,Radwan,Senior Engineer,1998-08-26,9999-01-01
18943,Anneli,Rando,Senior Staff,1990-04-18,9999-01-01
18983,Krister,Jenevein,Senior Engineer,1998-03-12,9999-01-01
19035,Fuqing,Bellone,Senior Engineer,1997-03-15,9999-01-01
19037,Lucien,Bernardeschi,Senior Engineer,1992-10-30,9999-01-01
19042,Rosita,Levergood,Senior Engineer,1996-11-24,9999-01-01
19048,Nikolaus,Radhakrishnan,Senior Staff,1995-07-09,9999-01-01
19049,Breannda,Picht,Senior Staff,1987-03-27,9999-01-01
19051,Marek,Cappello,Technique Leader,1988-05-12,9999-01-01
19073,Sajjan,Trelles,Staff,1998-03-08,9999-01-01
19091,Xiaocheng,Sommen,Senior Engineer,2001-11-19,9999-01-01
19114,Jayson,Pietracaprina,Senior Staff,1997-03-05,9999-01-01
19132,Nikolaus,Litvinov,Staff,1996-09-16,9999-01-01
19134,Seongbin,Bakhtari,Senior Staff,1988-10-29,9999-01-01
19145,Zorica,Marrevee,Technique Leader,1993-03-02,9999-01-01
19153,Subbu,Zedlitz,Senior Staff,1997-11-17,9999-01-01
19174,Zorica,Schaap,Engineer,1997-04-04,9999-01-01
19192,Yinlin,Schusler,Senior Engineer,1995-11-12,9999-01-01
19225,Roselyn,Openshaw,Senior Staff,1998-04-11,9999-01-01
19332,Changho,Khamsi,Senior Engineer,1994-06-17,9999-01-01
19345,Tsuneo,Kobara,Senior Staff,1999-02-23,9999-01-01
19353,Mayumi,Schaar,Senior Engineer,1985-10-28,9999-01-01
19359,Fumiya,Jervis,Engineer,1996-10-30,9999-01-01
19467,Mitchel,Ecklund,Senior Staff,1995-06-11,9999-01-01
19470,Patricio,Luiz,Senior Engineer,1999-01-12,9999-01-01
19483,Remmert,Dulay,Senior Staff,2001-06-30,9999-01-01
19515,Keiichiro,Gurbaxani,Senior Engineer,1992-11-21,9999-01-01
19518,Genta,Vieri,Staff,1997-06-06,9999-01-01
19546,Kwan,Penz,Engineer,1997-11-16,9999-01-01
19586,Hirochika,Minakawa,Senior Engineer,1985-10-02,9999-01-01
19617,Mircea,Landherr,Engineer,1997-07-09,9999-01-01
19633,Tayeb,Nourani,Senior Engineer,1996-02-08,9999-01-01
19665,Khalid,Zielinski,Technique Leader,1996-11-03,9999-01-01
19668,Goa,Kolinko,Staff,1999-09-25,9999-01-01
19675,Isamu,Herath,Senior Staff,1993-06-20,9999-01-01
19680,Vojin,Horswill,Technique Leader,1993-10-17,9999-01-01
19701,Satosi,Raczkowsky,Engineer,1999-05-22,9999-01-01
19702,Akemi,Pettey,Senior Staff,2001-10-06,9999-01-01
19708,Ortrud,Biros,Staff,1999-03-10,9999-01-01
19719,Brendon,Shokrollahi,Senior Staff,1990-04-27,9999-01-01
19731,Moriyoshi,Hempstead,Senior Engineer,1990-11-07,9999-01-01
19741,Alexius,Bauknecht,Senior Engineer,1996-03-28,9999-01-01
19755,Stabislas,Angelopoulos,Engineer,1999-05-06,9999-01-01
19771,Aral,Katalagarianos,Staff,1997-07-06,9999-01-01
19796,Marjo,Peral,Engineer,1996-04-25,9999-01-01
19801,Xiaopeng,Solovay,Senior Staff,1999-06-30,9999-01-01
19841,Adil,Straney,Staff,1996-04-12,9999-01-01
19843,Mohamadou,Peir,Staff,1998-06-28,9999-01-01
19875,Van,Zongker,Engineer,1995-12-22,9999-01-01
19909,Ronnie,Linares,Senior Staff,1998-09-08,9999-01-01
19911,Siamak,Fabrizio,Senior Staff,1996-11-17,9999-01-01
19927,Siamak,Terlouw,Staff,1999-04-08,9999-01-01
19950,Jaroslava,Kusakari,Senior Engineer,1993-04-14,9999-01-01
19975,Mabry,Geffroy,Senior Engineer,1997-02-15,9999-01-01
19979,Nahum,Schwartzbauer,Senior Staff,1995-12-21,9999-01-01
19982,Khatoun,Baba,Senior Engineer,1991-09-15,9999-01-01
19989,Ung,Androutsos,Technique Leader,1994-04-16,9999-01-01
19991,Ziva,Desikan,Senior Engineer,2000-08-07,9999-01-01
20013,Jaewoo,Lanphier,Senior Engineer,1991-03-17,9999-01-01
20022,Felicidad,Bellone,Engineer,1996-01-15,9999-01-01
20039,Udo,Harbusch,Senior Staff,1996-03-11,9999-01-01
20041,Chikara,Lienhardt,Senior Staff,1995-02-23,9999-01-01
20043,Chikara,Adachi,Senior Engineer,1990-03-21,9999-01-01
20059,Pranay,Panwar,Technique Leader,1997-11-05,9999-01-01
20071,Jaideep,Puoti,Engineer,1994-04-23,9999-01-01
20107,Jinya,Tyugu,Senior Engineer,1989-12-15,9999-01-01
20126,Tayeb,Langford,Staff,1998-07-15,9999-01-01
20135,Ipke,Akazan,Engineer,1997-11-21,9999-01-01
20139,Steen,Riefers,Engineer,1999-03-21,9999-01-01
20140,Georgy,Pews,Engineer,1999-06-23,9999-01-01
20171,Kazuhira,Murtha,Senior Engineer,1997-06-02,9999-01-01
20201,Navin,Miyakawa,Engineer,1997-04-25,9999-01-01
20223,Kwun,Gelosh,Senior Staff,1990-01-12,9999-01-01
20322,Shmuel,Porotnikoff,Senior Staff,1999-09-05,9999-01-01
20325,Katsuyuki,England,Senior Staff,1996-06-14,9999-01-01
20335,Christ,Stavenow,Staff,1998-05-01,9999-01-01
20339,Masami,Jumpertz,Senior Engineer,1997-09-22,9999-01-01
20341,Margo,Pfau,Engineer,1998-02-24,9999-01-01
20368,Denis,Samarati,Senior Staff,1985-03-11,9999-01-01
20382,Alois,Marrakchi,Senior Engineer,1991-12-29,9999-01-01
20392,Terresa,Sidje,Senior Engineer,1986-07-25,9999-01-01
20401,Gennadi,Schoegge,Staff,1997-08-15,9999-01-01
20402,Szabolcs,Shrader,Senior Engineer,1997-05-18,9999-01-01
20407,Pranas,Genther,Senior Engineer,1996-09-13,9999-01-01
20417,Tzvetan,Pell,Engineer,1994-08-08,9999-01-01
20435,Oguz,Homond,Senior Staff,1993-06-06,9999-01-01
20441,Goh,Sudbeck,Senior Engineer,1999-03-10,9999-01-01
20444,Alair,Henseler,Staff,1995-06-28,9999-01-01
20450,Abdelwaheb,Binkley,Senior Engineer,1995-11-09,9999-01-01
20478,Oksana,Kruskal,Senior Staff,2000-06-01,9999-01-01
20490,Soenke,Douceur,Senior Staff,1988-05-26,9999-01-01
20498,Suvo,Gini,Senior Engineer,1995-12-27,9999-01-01
20528,Dines,Bednarek,Senior Staff,1994-06-04,9999-01-01
20530,Nevio,Katiyar,Senior Engineer,1999-11-15,9999-01-01
20534,Rosita,Kalloufi,Senior Staff,1999-03-09,9999-01-01
20535,Arne,Nishimukai,Senior Engineer,1997-11-06,9999-01-01
20550,Koichi,Kabayashi,Technique Leader,1986-10-17,9999-01-01
20556,Paris,Keohane,Senior Engineer,1997-11-05,9999-01-01
20558,Toong,Panangaden,Senior Staff,2002-07-07,9999-01-01
20573,Wanqing,Leivant,Senior Staff,1992-12-03,9999-01-01
20602,Martins,Dratva,Engineer,1996-08-14,9999-01-01
20621,Arumugam,Navazio,Senior Staff,1992-03-29,9999-01-01
20636,Hsiangchu,Collavizza,Senior Staff,1998-01-21,9999-01-01
20657,Kazuhiko,Kossowski,Staff,1996-08-24,9999-01-01
20666,Shushma,Linares,Senior Engineer,1994-02-18,9999-01-01
20674,Maria,Avouris,Senior Staff,1992-06-07,9999-01-01
20684,Randy,Lanphier,Staff,1994-07-23,9999-01-01
20686,Masasuke,Dahlbom,Senior Engineer,1996-10-07,9999-01-01
20689,Yishay,Schoegge,Senior Engineer,1991-11-09,9999-01-01
20716,Nikolaos,Basart,Staff,1997-09-20,9999-01-01
20721,Tru,Iisaku,Staff,1997-12-23,9999-01-01
20725,Yuichiro,Taubman,Senior Engineer,1999-06-04,9999-01-01
20743,Van,Boudaillier,Senior Engineer,2001-11-28,9999-01-01
20751,Nitsan,Zyda,Senior Staff,1997-09-28,9999-01-01
20765,Steve,Viele,Senior Staff,1993-06-17,9999-01-01
20766,Chenyi,Conry,Senior Engineer,2001-01-09,9999-01-01
20794,Shaz,Rathonyi,Senior Engineer,1997-11-11,9999-01-01
20805,Sudharsan,Yoshimura,Engineer,1997-07-21,9999-01-01
20813,Srinidhi,Sinicrope,Senior Staff,1993-10-02,9999-01-01
20820,Otilia,DeMori,Senior Engineer,1999-06-02,9999-01-01
20828,Brewster,Sewelson,Senior Staff,1990-12-06,9999-01-01
20841,Shao,Conia,Senior Engineer,2000-09-07,9999-01-01
20868,Dulce,Syrzycki,Senior Engineer,1995-06-14,9999-01-01
20883,Dipankar,Kleiser,Staff,1994-12-26,9999-01-01
20903,Yagil,Kemmerer,Senior Engineer,1985-09-21,9999-01-01
20914,Udi,Brizzi,Senior Engineer,1995-07-17,9999-01-01
20930,Shim,Menhardt,Senior Engineer,1996-12-28,9999-01-01
21044,Mack,Rajala,Senior Engineer,1992-07-02,9999-01-01
21084,Srinidhi,Belinskaya,Senior Engineer,1993-02-09,9999-01-01
21112,Kazuhiko,Suermann,Engineer,1997-08-31,9999-01-01
21131,Zvonko,Matzen,Senior Engineer,1997-02-21,9999-01-01
21192,Sajjad,Krohm,Senior Engineer,1996-07-06,9999-01-01
21215,Baoqiu,Sessa,Engineer,1994-02-21,9999-01-01
21275,Waiman,Suppi,Senior Staff,1995-04-23,9999-01-01
21337,Yefim,Francisci,Engineer,1999-11-04,9999-01-01
21338,Hitofumi,Besselaar,Engineer,1995-11-10,9999-01-01
21389,Bouchung,Frezza,Senior Staff,1994-11-04,9999-01-01
21402,Guadalupe,Gecsei,Senior Engineer,1998-12-18,9999-01-01
21420,Xiaopeng,Rothe,Senior Engineer,2001-05-13,9999-01-01
21422,Goo,Rattan,Technique Leader,1992-11-17,9999-01-01
21457,Jeong,Ressouche,Senior Engineer,1991-10-08,9999-01-01
21470,Kousuke,Botman,Senior Staff,1993-02-04,9999-01-01
21472,Yuichiro,Halloran,Engineer,1998-10-01,9999-01-01
21479,Jeane,Kuszyk,Senior Engineer,1994-02-18,9999-01-01
21491,Goo,Erva,Engineer,1994-12-29,9999-01-01
21512,Pohua,Gornas,Engineer,1997-01-01,9999-01-01
21518,Minghong,Slaats,Senior Staff,1994-12-05,9999-01-01
21528,Kristin,Adachi,Senior Staff,1993-01-22,9999-01-01
21552,Khoa,Masaki,Staff,1997-07-22,9999-01-01
21580,Debatosh,Morton,Engineer,1997-03-17,9999-01-01
21607,Jeane,Pleszkun,Senior Engineer,2000-12-07,9999-01-01
21615,Shirish,Morrey,Technique Leader,1988-10-28,9999-01-01
21636,Munir,Erde,Senior Staff,1990-05-05,9999-01-01
21642,Shaz,Erman,Senior Engineer,1997-05-20,9999-01-01
21669,Morrie,Servieres,Senior Staff,1999-07-14,9999-01-01
21674,Kannan,Naumovich,Technique Leader,1986-02-23,9999-01-01
21675,Vishu,Genin,Engineer,1997-06-12,9999-01-01
21704,Xiaobin,Chorvat,Engineer,2000-03-13,9999-01-01
21713,Guther,Boreale,Senior Staff,1998-02-06,9999-01-01
21728,Terresa,Dalton,Engineer,1995-10-20,9999-01-01
21730,Shaowen,Laventhal,Engineer,1997-10-06,9999-01-01
21732,Goa,Hanabata,Senior Engineer,1999-07-19,9999-01-01
21741,Muneo,Raoux,Senior Engineer,1986-02-14,9999-01-01
21758,Susumu,Picht,Senior Staff,1994-10-19,9999-01-01
21832,Suzette,Vecchio,Senior Staff,1992-07-02,9999-01-01
21858,Macha,Dichev,Engineer,2000-02-08,9999-01-01
21869,Eberhardt,Krone,Senior Staff,2001-07-18,9999-01-01
21886,Ekawit,DiGiano,Senior Engineer,1996-07-03,9999-01-01
21890,Kamakshi,Uhrik,Senior Engineer,2000-06-16,9999-01-01
21893,Erez,Belinskaya,Staff,1997-06-10,9999-01-01
21894,Marke,Yemenis,Senior Staff,1985-06-03,9999-01-01
21906,Kirk,Uhrik,Senior Engineer,2000-09-13,9999-01-01
21934,Hercules,Kroft,Senior Staff,2001-09-09,9999-01-01
22024,Weidon,Flexer,Senior Engineer,1997-04-22,9999-01-01
22063,Van,Kusalik,Assistant Engineer,1998-01-07,9999-01-01
22072,Kasturi,Pettit,Senior Engineer,1991-12-09,9999-01-01
22081,Constantine,Baar,Senior Engineer,1987-04-23,9999-01-01
22097,Arunas,Dulin,Senior Engineer,1999-05-11,9999-01-01
22106,Uriel,Halevi,Engineer,1999-06-23,9999-01-01
22108,Nevio,Zweizig,Senior Engineer,1990-11-01,9999-01-01
22111,Rasiah,Felcyn,Senior Staff,2001-03-20,9999-01-01
22121,Saeed,Pfau,Staff,1998-03-30,9999-01-01
22135,Guiseppe,Nyrup,Staff,1998-02-06,9999-01-01
22146,Volkmar,Suermann,Technique Leader,1995-05-09,9999-01-01
22154,Yuguang,Cangellaris,Engineer,1998-02-15,9999-01-01
22171,Jaideep,Crooks,Staff,1998-11-29,9999-01-01
22216,Thodoros,Cooley,Assistant Engineer,1998-10-04,9999-01-01
22222,Isamu,Asrin,Technique Leader,1996-06-12,9999-01-01
22228,Mountaz,Gladwell,Engineer,1999-07-10,9999-01-01
22276,Tonny,Lorho,Senior Engineer,1996-01-27,9999-01-01
22280,Mahendra,Pollacia,Senior Engineer,1994-07-15,9999-01-01
22296,Leni,Petersohn,Staff,1995-04-18,9999-01-01
22304,Genki,Serdy,Senior Engineer,2001-11-04,9999-01-01
22328,Tonny,Stroustrup,Technique Leader,1990-01-18,9999-01-01
22331,Gad,Sudkamp,Senior Engineer,1996-07-10,9999-01-01
22344,Uzi,Mateescu,Senior Staff,1991-04-11,9999-01-01
22352,Zorica,Verhoeff,Assistant Engineer,1997-10-16,9999-01-01
22355,Naftali,Jiafu,Senior Staff,1994-11-17,9999-01-01
22372,Mitchel,Bugrara,Senior Engineer,1998-05-20,9999-01-01
22374,Soenke,Klassen,Senior Staff,1990-12-21,9999-01-01
22378,Tooru,Shumilov,Staff,1999-12-28,9999-01-01
22394,Katsuo,Ladret,Engineer,1997-04-24,9999-01-01
22416,Feiyu,Syrotiuk,Senior Staff,1993-03-06,9999-01-01
22432,Raimond,Sichman,Staff,1994-04-02,9999-01-01
22561,Gritta,Sevcikova,Senior Staff,2001-01-07,9999-01-01
22583,Howell,Thorelli,Technique Leader,1992-07-08,9999-01-01
22585,Shirish,Sidje,Staff,1997-03-15,9999-01-01
22598,Kwun,Basawa,Senior Engineer,1999-10-17,9999-01-01
22601,Shigenori,Staelin,Senior Staff,2001-01-25,9999-01-01
22608,Douadi,Erie,Technique Leader,1999-07-30,9999-01-01
22614,Dung,Madeira,Senior Engineer,2000-11-26,9999-01-01
22616,Jianwen,Suwa,Senior Staff,1991-09-19,9999-01-01
22617,Uli,Tibblin,Senior Engineer,1995-08-07,9999-01-01
22623,Tommaso,Champarnaud,Senior Engineer,1999-04-03,9999-01-01
22625,Weicheng,Pleszkun,Senior Engineer,1989-01-10,9999-01-01
22649,Reuven,Driscoll,Senior Engineer,2000-04-28,9999-01-01
22682,Kristina,Ananiadou,Senior Engineer,1995-12-16,9999-01-01
22683,Tonny,Angiulli,Senior Engineer,1998-11-21,9999-01-01
22689,Salvador,Maginnis,Engineer,1999-09-05,9999-01-01
22716,Sreekrishna,Waymire,Engineer,1995-08-10,9999-01-01
22718,Teiji,Senzako,Staff,1995-01-11,9999-01-01
22720,Olivera,Gornas,Senior Staff,1995-11-26,9999-01-01
22765,Xuejun,Rusmann,Engineer,1999-01-27,9999-01-01
22770,Peternela,Lund,Staff,1997-02-03,9999-01-01
22788,Prasadram,Plumb,Senior Staff,2001-12-09,9999-01-01
22798,Bingning,Decaestecker,Senior Staff,1998-04-12,9999-01-01
22843,Kwangyoen,Perna,Senior Staff,1999-05-21,9999-01-01
22855,Shalesh,Thimonier,Technique Leader,1986-05-05,9999-01-01
22863,Petter,Denna,Staff,1998-04-21,9999-01-01
22871,Kitty,Heijenga,Staff,1996-06-07,9999-01-01
22873,Ebbe,Ashish,Senior Staff,1994-11-30,9999-01-01
22885,Odysseas,Zastre,Senior Engineer,1996-08-16,9999-01-01
22908,Eran,Bratsberg,Staff,1996-08-23,9999-01-01
22919,Georg,Skogmar,Senior Engineer,1997-04-12,9999-01-01
22921,Gift,Pfau,Technique Leader,1999-01-20,9999-01-01
22933,Torsten,Morrow,Staff,1998-04-12,9999-01-01
22934,Parviz,Plumb,Senior Staff,1994-03-23,9999-01-01
22947,Herbert,Schmiedel,Senior Engineer,1986-11-17,9999-01-01
22956,Shietung,Kuhnemann,Senior Engineer,1996-03-22,9999-01-01
22966,Mayuko,Heuter,Engineer,1998-02-06,9999-01-01
22977,Pranay,Lunn,Engineer,1998-04-26,9999-01-01
22994,Atreyi,Gecsei,Senior Staff,1999-09-12,9999-01-01
23026,Junichi,Lortz,Engineer,2001-10-03,9999-01-01
23037,Matk,Cooman,Senior Engineer,1999-05-21,9999-01-01
23040,Sukumar,Genin,Senior Staff,1991-07-07,9999-01-01
23049,Zhenbing,Gurbaxani,Engineer,1997-06-03,9999-01-01
23060,Shietung,Spelt,Senior Engineer,2002-02-17,9999-01-01
23066,Shuho,Deville,Technique Leader,1986-02-15,9999-01-01
23106,Bartek,Marsiglia,Senior Staff,1996-09-03,9999-01-01
23153,Aemilian,Alblas,Senior Engineer,1998-01-14,9999-01-01
23170,Sanjoy,Ghandeharizadeh,Technique Leader,1995-01-19,9999-01-01
23195,Mark,Ertl,Senior Staff,1986-09-25,9999-01-01
23198,Jayson,Pramanik,Senior Staff,1995-01-24,9999-01-01
23220,Christoper,Back,Senior Engineer,1990-12-02,9999-01-01
23222,Chuanyi,Valiente,Assistant Engineer,1996-09-18,9999-01-01
23224,Nikolaos,Engelmann,Senior Staff,1993-08-13,9999-01-01
23269,Aamer,Szmurlo,Senior Engineer,1988-05-25,9999-01-01
23274,Ferdinand,Zucker,Technique Leader,1998-09-03,9999-01-01
23314,Krassimir,Demizu,Senior Staff,1985-07-24,9999-01-01
23322,Subhankar,Zyda,Senior Staff,1993-07-23,9999-01-01
23343,Weicheng,Fujisaki,Senior Staff,1999-08-06,9999-01-01
23350,Muzhong,Bugaenko,Senior Staff,1994-12-02,9999-01-01
23357,Kiyomitsu,Zuberek,Engineer,1996-03-31,9999-01-01
23374,Samphel,Gecsei,Senior Staff,1992-07-16,9999-01-01
23403,Charmane,Osgood,Staff,1997-09-16,9999-01-01
23420,Rosli,Gronowski,Senior Engineer,1995-07-12,9999-01-01
23422,Leszek,Huhdanpaa,Senior Engineer,2001-12-25,9999-01-01
23442,Vesna,Rindone,Engineer,1996-12-30,9999-01-01
23450,Arve,Falck,Senior Staff,1991-06-27,9999-01-01
23455,Aemilian,Sethi,Senior Staff,1999-11-10,9999-01-01
23458,Christ,Kalefeld,Technique Leader,1995-06-13,9999-01-01
23470,Neven,Hutton,Senior Engineer,1993-09-05,9999-01-01
23475,Douadi,Denny,Staff,1997-06-10,9999-01-01
23501,Gully,Keirsey,Senior Engineer,1997-12-04,9999-01-01
23520,Shaowen,Gunderson,Staff,1995-07-27,9999-01-01
23542,Shigeichiro,Zolotykh,Staff,1999-07-15,9999-01-01
23570,Uno,Fasbender,Senior Staff,1998-04-11,9999-01-01
23598,Sashi,Dayana,Senior Engineer,2000-10-31,9999-01-01
23626,Bogdan,Vilarrasa,Senior Staff,1993-06-22,9999-01-01
23653,Mabo,Masada,Technique Leader,1989-10-29,9999-01-01
23660,JoAnna,Portugali,Engineer,1998-12-30,9999-01-01
23678,Saniya,Journel,Senior Engineer,1999-12-03,9999-01-01
23715,Siamak,Czaja,Senior Engineer,1999-11-23,9999-01-01
23720,Shih,Horswill,Senior Engineer,1994-03-29,9999-01-01
23725,Zita,Gaughan,Staff,1999-11-03,9999-01-01
23754,Sachin,Lorys,Engineer,1997-12-14,9999-01-01
23756,Halsur,Nannarelli,Senior Staff,2001-12-03,9999-01-01
23775,Kamran,Coorg,Senior Staff,1997-12-02,9999-01-01
23795,Mats,Peron,Senior Staff,1989-10-26,9999-01-01
23797,Torsten,Usery,Senior Staff,1998-07-02,9999-01-01
23799,Takushi,Crelier,Technique Leader,1993-11-16,9999-01-01
23816,Sanjoy,Dulin,Engineer,1994-07-08,9999-01-01
23817,Duri,Coorg,Senior Staff,1998-04-14,9999-01-01
23822,Faiza,Rosar,Senior Engineer,1991-06-01,9999-01-01
23843,Shin,Murtha,Senior Staff,1995-01-24,9999-01-01
23845,Zvonko,Rosaz,Senior Engineer,1991-10-24,9999-01-01
23857,Kristen,Frijda,Senior Engineer,1997-05-10,9999-01-01
23867,Ewing,Babu,Engineer,1994-06-23,9999-01-01
23871,Waiman,Schrift,Staff,1997-06-18,9999-01-01
23875,Waiman,Encarnacion,Senior Staff,1995-12-29,9999-01-01
23884,Somnath,Restivo,Staff,1994-04-08,9999-01-01
23905,Turgut,Lovengreen,Engineer,1998-08-12,9999-01-01
23910,Shahab,Tempesti,Staff,1997-08-09,9999-01-01
23920,Gererd,Kossowski,Senior Staff,1996-11-24,9999-01-01
23940,Jingling,Haldar,Senior Engineer,2001-01-15,9999-01-01
